"event_id","entry_no","shop_id","mbr_id","entry_dtm","entry_rslt_cd","entry_rslt_dtm"
EV-221225,34,S050,M0233,"2022-12-25 08:45:00",SUCC,"2022-12-25 08:30:00"
EV-221225,35,S100,M1078,"2022-12-25 08:46:00",SUCC,"2022-12-25 08:30:00"
EV-221225,36,S050,M0189,"2022-12-25 08:48:00",SUCC,"2022-12-25 08:30:00"
EV-221225,37,S100,M1799,"2022-12-25 08:48:00",SUCC,"2022-12-25 08:30:00"
EV-221225,38,S100,M1439,"2022-12-25 08:50:00",SUCC,"2022-12-25 08:30:00"
EV-221225,39,S050,M0160,"2022-12-25 08:57:00",SUCC,"2022-12-25 08:30:00"
EV-221225,40,S050,M0118,"2022-12-25 09:06:00",SUCC,"2022-12-25 09:30:00"
EV-221225,41,S050,M0258,"2022-12-25 09:14:00",SUCC,"2022-12-25 09:30:00"
EV-221225,42,S050,M0127,"2022-12-25 09:16:00",SUCC,"2022-12-25 09:30:00"
EV-221225,43,S050,M0174,"2022-12-25 09:18:00",SUCC,"2022-12-25 09:30:00"
EV-221225,44,S100,M1172,"2022-12-25 09:40:00",SUCC,"2022-12-25 09:30:00"
EV-221225,45,S100,M1173,"2022-12-25 09:42:00",SUCC,"2022-12-25 09:30:00"
EV-221225,46,S100,M1986,"2022-12-25 09:44:00",SUCC,"2022-12-25 09:30:00"
EV-221225,47,S100,M1987,"2022-12-25 09:46:00",SUCC,"2022-12-25 09:30:00"
EV-221225,48,S100,M1762,"2022-12-25 09:48:00",SUCC,"2022-12-25 09:30:00"
EV-221225,49,S100,M1763,"2022-12-25 09:50:00",SUCC,"2022-12-25 09:30:00"
EV-221225,50,S100,M1092,"2022-12-25 09:52:00",SUCC,"2022-12-25 09:30:00"
EV-221225,51,S100,M1008,"2022-12-25 09:54:00",SUCC,"2022-12-25 09:30:00"
EV-221225,52,S100,M2002,"2022-12-25 09:56:00",SUCC,"2022-12-25 09:30:00"
EV-221226,1,S100,M1761,"2022-12-26 08:00:00",SUCC,"2022-12-26 08:30:00"
EV-221226,2,S100,M1992,"2022-12-26 08:01:00",SUCC,"2022-12-26 08:30:00"
EV-221226,3,S100,M1106,"2022-12-26 08:02:00",SUCC,"2022-12-26 08:30:00"
EV-221226,4,S100,M1970,"2022-12-26 08:03:00",SUCC,"2022-12-26 08:30:00"
EV-221226,5,S100,M1971,"2022-12-26 08:04:00",SUCC,"2022-12-26 08:30:00"
EV-221226,6,S100,M1162,"2022-12-26 08:05:00",SUCC,"2022-12-26 08:30:00"
EV-221226,7,S100,M1928,"2022-12-26 08:06:00",SUCC,"2022-12-26 08:30:00"
EV-221226,8,S100,M1929,"2022-12-26 08:07:00",SUCC,"2022-12-26 08:30:00"
EV-221226,9,S100,M2028,"2022-12-26 08:16:00",SUCC,"2022-12-26 08:30:00"
EV-221226,10,S100,M2029,"2022-12-26 08:18:00",SUCC,"2022-12-26 08:30:00"
EV-221226,11,S100,M1984,"2022-12-26 08:20:00",SUCC,"2022-12-26 08:30:00"
EV-221226,12,S100,M1985,"2022-12-26 08:22:00",SUCC,"2022-12-26 08:30:00"
EV-221226,13,S100,M1760,"2022-12-26 08:24:00",SUCC,"2022-12-26 08:30:00"
EV-221226,14,S050,M0099,"2022-12-26 08:36:00",SUCC,"2022-12-26 08:30:00"
EV-221226,15,S050,M0994,"2022-12-26 08:38:00",SUCC,"2022-12-26 08:30:00"
EV-221226,16,S050,M0059,"2022-12-26 08:39:00",SUCC,"2022-12-26 08:30:00"
EV-221226,17,S050,M0966,"2022-12-26 08:42:00",SUCC,"2022-12-26 08:30:00"
EV-221226,18,S050,M0073,"2022-12-26 08:45:00",SUCC,"2022-12-26 08:30:00"
EV-221226,19,S050,M0085,"2022-12-26 08:48:00",SUCC,"2022-12-26 08:30:00"
EV-221226,20,S050,M0286,"2022-12-26 08:50:00",SUCC,"2022-12-26 08:30:00"
EV-221226,21,S050,M0202,"2022-12-26 08:58:00",SUCC,"2022-12-26 08:30:00"
EV-221226,22,S050,M0216,"2022-12-26 09:06:00",SUCC,"2022-12-26 09:30:00"
EV-221226,23,S050,M0129,"2022-12-26 09:10:00",SUCC,"2022-12-26 09:30:00"
EV-221227,1,S050,M0169,"2022-12-27 08:00:00",SUCC,"2022-12-27 08:30:00"
EV-221227,2,S280,M2698,"2022-12-27 08:00:00",SUCC,"2022-12-27 08:30:00"
EV-221227,3,S280,M2699,"2022-12-27 08:00:00",SUCC,"2022-12-27 08:30:00"
EV-221227,4,S100,M3999,"2022-12-27 08:00:00",SUCC,"2022-12-27 08:30:00"
EV-221227,5,S050,M0131,"2022-12-27 08:02:00",SUCC,"2022-12-27 08:30:00"
EV-221227,6,S100,M1750,"2022-12-27 08:02:00",SUCC,"2022-12-27 08:30:00"
EV-221227,7,S050,M0267,"2022-12-27 08:04:00",SUCC,"2022-12-27 08:30:00"
EV-221227,8,S100,M1798,"2022-12-27 08:04:00",SUCC,"2022-12-27 08:30:00"
EV-221227,9,S050,M0087,"2022-12-27 08:06:00",SUCC,"2022-12-27 08:30:00"
EV-221227,10,S100,M2294,"2022-12-27 08:06:00",SUCC,"2022-12-27 08:30:00"
EV-221227,11,S050,M0188,"2022-12-27 08:14:00",SUCC,"2022-12-27 08:30:00"
EV-221227,12,S050,M0061,"2022-12-27 08:16:00",SUCC,"2022-12-27 08:30:00"
EV-221227,13,S050,M0197,"2022-12-27 08:18:00",SUCC,"2022-12-27 08:30:00"
EV-221227,14,S050,M0113,"2022-12-27 08:20:00",SUCC,"2022-12-27 08:30:00"
EV-221227,15,S050,M0075,"2022-12-27 08:22:00",SUCC,"2022-12-27 08:30:00"
EV-221227,16,S100,M1778,"2022-12-27 08:38:00",SUCC,"2022-12-27 08:30:00"
EV-221227,17,S100,M1792,"2022-12-27 08:40:00",SUCC,"2022-12-27 08:30:00"
EV-221227,18,S100,M2026,"2022-12-27 08:42:00",SUCC,"2022-12-27 08:30:00"
EV-221227,19,S100,M2027,"2022-12-27 08:45:00",SUCC,"2022-12-27 08:30:00"
EV-221227,20,S100,M1990,"2022-12-27 08:48:00",SUCC,"2022-12-27 08:30:00"
EV-221227,21,S280,M2684,"2022-12-27 08:50:00",SUCC,"2022-12-27 08:30:00"
EV-221227,22,S100,M1904,"2022-12-27 08:51:00",SUCC,"2022-12-27 08:30:00"
EV-221227,23,S100,M1995,"2022-12-27 08:54:00",SUCC,"2022-12-27 08:30:00"
EV-221227,24,S280,M2685,"2022-12-27 08:55:00",SUCC,"2022-12-27 08:30:00"
EV-221227,25,S100,M1958,"2022-12-27 08:57:00",SUCC,"2022-12-27 08:30:00"
EV-221227,26,S100,M1959,"2022-12-27 09:03:00",SUCC,"2022-12-27 09:30:00"
EV-221227,27,S100,M1918,"2022-12-27 09:06:00",SUCC,"2022-12-27 09:30:00"
EV-221227,28,S100,M2056,"2022-12-27 09:08:00",SUCC,"2022-12-27 09:30:00"
EV-221227,29,S100,M2057,"2022-12-27 09:10:00",SUCC,"2022-12-27 09:30:00"
EV-221227,30,S100,M2014,"2022-12-27 09:12:00",SUCC,"2022-12-27 09:30:00"
EV-221227,31,S100,M2015,"2022-12-27 09:14:00",SUCC,"2022-12-27 09:30:00"
EV-221228,1,S050,M0101,"2022-12-28 08:16:00",SUCC,"2022-12-28 08:30:00"
EV-221228,2,S050,M0064,"2022-12-28 08:18:00",SUCC,"2022-12-28 08:30:00"
EV-221228,3,S050,M0065,"2022-12-28 08:20:00",SUCC,"2022-12-28 08:30:00"
EV-221228,4,S050,M0281,"2022-12-28 08:21:00",SUCC,"2022-12-28 08:30:00"
EV-221228,5,S050,M0078,"2022-12-28 08:22:00",SUCC,"2022-12-28 08:30:00"
EV-221228,6,S050,M0079,"2022-12-28 08:24:00",SUCC,"2022-12-28 08:30:00"
EV-221228,7,S050,M0980,"2022-12-28 08:26:00",SUCC,"2022-12-28 08:30:00"
EV-221228,8,S050,M0199,"2022-12-28 08:27:00",SUCC,"2022-12-28 08:30:00"
EV-221228,9,S050,M0089,"2022-12-28 08:28:00",SUCC,"2022-12-28 08:30:00"
EV-221228,10,S050,M0157,"2022-12-28 08:36:00",SUCC,"2022-12-28 08:30:00"
EV-221228,11,S050,M0295,"2022-12-28 08:39:00",SUCC,"2022-12-28 08:30:00"
EV-221228,12,S050,M0115,"2022-12-28 08:42:00",SUCC,"2022-12-28 08:30:00"
EV-221228,13,S050,M0211,"2022-12-28 08:45:00",SUCC,"2022-12-28 08:30:00"
EV-221228,14,S050,M0171,"2022-12-28 08:57:00",SUCC,"2022-12-28 08:30:00"
EV-221228,15,S100,M4599,"2022-12-28 08:57:00",SUCC,"2022-12-28 08:30:00"
EV-221228,16,S050,M0269,"2022-12-28 09:00:00",SUCC,"2022-12-28 09:30:00"
EV-221228,17,S100,M1009,"2022-12-28 09:00:00",SUCC,"2022-12-28 09:30:00"
EV-221228,18,S050,M0134,"2022-12-28 09:03:00",SUCC,"2022-12-28 09:30:00"
EV-221228,19,S100,M1110,"2022-12-28 09:09:00",SUCC,"2022-12-28 09:30:00"
EV-221228,20,S100,M1124,"2022-12-28 09:24:00",SUCC,"2022-12-28 09:30:00"
EV-221228,21,S100,M1176,"2022-12-28 09:32:00",SUCC,"2022-12-28 09:30:00"
EV-221228,22,S100,M1956,"2022-12-28 09:44:00",SUCC,"2022-12-28 09:30:00"
EV-221228,23,S100,M1957,"2022-12-28 09:48:00",SUCC,"2022-12-28 09:30:00"
EV-221228,24,S100,M2012,"2022-12-28 09:56:00",SUCC,"2022-12-28 09:30:00"
EV-221228,25,S100,M2013,"2022-12-28 10:00:00",SUCC,"2022-12-28 10:30:00"
EV-221228,26,S100,M2068,"2022-12-28 10:04:00",SUCC,"2022-12-28 10:30:00"
EV-221228,27,S100,M2069,"2022-12-28 10:08:00",SUCC,"2022-12-28 10:30:00"
EV-221229,1,S050,M0758,"2022-12-29 08:00:00",SUCC,"2022-12-29 08:30:00"
EV-221229,2,S100,M1011,"2022-12-29 08:00:00",SUCC,"2022-12-29 08:30:00"
EV-221229,3,S280,M3583,"2022-12-29 08:00:00",SUCC,"2022-12-29 08:30:00"
EV-221229,4,S280,M3595,"2022-12-29 08:00:00",SUCC,"2022-12-29 08:30:00"
EV-221229,5,S280,M4486,"2022-12-29 08:00:00",SUCC,"2022-12-29 08:30:00"
EV-221229,6,S050,M0533,"2022-12-29 08:02:00",SUCC,"2022-12-29 08:30:00"
EV-221229,7,S100,M1057,"2022-12-29 08:02:00",SUCC,"2022-12-29 08:30:00"
EV-221229,8,S280,M4496,"2022-12-29 08:02:00",SUCC,"2022-12-29 08:30:00"
EV-221229,9,S050,M0173,"2022-12-29 08:04:00",SUCC,"2022-12-29 08:30:00"
EV-221229,10,S100,M1645,"2022-12-29 08:04:00",SUCC,"2022-12-29 08:30:00"
EV-221229,11,S280,M3594,"2022-12-29 08:04:00",SUCC,"2022-12-29 08:30:00"
EV-221229,12,S020,M9019,"2022-12-29 08:04:00",SUCC,"2022-12-29 08:30:00"
EV-221229,13,S050,M0581,"2022-12-29 08:06:00",SUCC,"2022-12-29 08:30:00"
EV-221229,14,S100,M1108,"2022-12-29 08:06:00",SUCC,"2022-12-29 08:30:00"
EV-221229,15,S100,M1764,"2022-12-29 08:07:00",SUCC,"2022-12-29 08:30:00"
EV-221229,16,S050,M0763,"2022-12-29 08:08:00",SUCC,"2022-12-29 08:30:00"
EV-221229,17,S100,M1793,"2022-12-29 08:08:00",SUCC,"2022-12-29 08:30:00"
EV-221229,18,S100,M2280,"2022-12-29 08:08:00",SUCC,"2022-12-29 08:30:00"
EV-221229,19,S050,M0449,"2022-12-29 08:10:00",SUCC,"2022-12-29 08:30:00"
EV-221229,20,S100,M1470,"2022-12-29 08:10:00",SUCC,"2022-12-29 08:30:00"
EV-221229,21,S100,M2281,"2022-12-29 08:12:00",SUCC,"2022-12-29 08:30:00"
EV-221229,22,S100,M2236,"2022-12-29 08:14:00",SUCC,"2022-12-29 08:30:00"
EV-221229,23,S100,M2237,"2022-12-29 08:16:00",SUCC,"2022-12-29 08:30:00"
EV-221229,24,S100,M1428,"2022-12-29 08:18:00",SUCC,"2022-12-29 08:30:00"
EV-221229,25,S100,M1113,"2022-12-29 08:20:00",SUCC,"2022-12-29 08:30:00"
EV-221229,26,S100,M1068,"2022-12-29 08:22:00",SUCC,"2022-12-29 08:30:00"
EV-221229,27,S100,M1701,"2022-12-29 08:24:00",SUCC,"2022-12-29 08:30:00"
EV-221229,28,S100,M1026,"2022-12-29 08:26:00",SUCC,"2022-12-29 08:30:00"
EV-221229,29,S100,M1974,"2022-12-29 08:30:00",SUCC,"2022-12-29 08:30:00"
EV-221229,30,S100,M1614,"2022-12-29 08:32:00",SUCC,"2022-12-29 08:30:00"
EV-221229,31,S100,M1932,"2022-12-29 08:34:00",SUCC,"2022-12-29 08:30:00"
EV-221229,32,S100,M1122,"2022-12-29 08:36:00",SUCC,"2022-12-29 08:30:00"
EV-221229,33,S100,M1484,"2022-12-29 08:38:00",SUCC,"2022-12-29 08:30:00"
EV-221229,34,S100,M1988,"2022-12-29 08:44:00",SUCC,"2022-12-29 08:30:00"
EV-221229,35,S050,M0271,"2022-12-29 08:48:00",SUCC,"2022-12-29 08:30:00"
EV-221229,36,S050,M0092,"2022-12-29 08:50:00",SUCC,"2022-12-29 08:30:00"
EV-221229,37,S100,M1994,"2022-12-29 08:50:00",SUCC,"2022-12-29 08:30:00"
EV-221229,38,S050,M0183,"2022-12-29 08:52:00",SUCC,"2022-12-29 08:30:00"
EV-221229,39,S050,M0093,"2022-12-29 08:54:00",SUCC,"2022-12-29 08:30:00"
EV-221229,40,S050,M0283,"2022-12-29 08:56:00",SUCC,"2022-12-29 08:30:00"
EV-221229,41,S050,M0103,"2022-12-29 08:58:00",SUCC,"2022-12-29 08:30:00"
EV-221229,42,S050,M0159,"2022-12-29 09:00:00",SUCC,"2022-12-29 09:30:00"
EV-221229,43,S050,M0297,"2022-12-29 09:02:00",SUCC,"2022-12-29 09:30:00"
EV-221229,44,S050,M0117,"2022-12-29 09:04:00",SUCC,"2022-12-29 09:30:00"
EV-221229,45,S050,M0886,"2022-12-29 09:06:00",SUCC,"2022-12-29 09:30:00"
EV-221229,46,S050,M0257,"2022-12-29 09:08:00",SUCC,"2022-12-29 09:30:00"
EV-221229,47,S050,M0213,"2022-12-29 09:10:00",SUCC,"2022-12-29 09:30:00"
EV-221229,48,S100,M1127,"2022-12-29 09:22:00",SUCC,"2022-12-29 09:30:00"
EV-221229,49,S100,M1082,"2022-12-29 09:24:00",SUCC,"2022-12-29 09:30:00"
EV-221229,50,S100,M2799,"2022-12-29 09:28:00",SUCC,"2022-12-29 09:30:00"
EV-221229,51,S100,M1096,"2022-12-29 09:34:00",SUCC,"2022-12-29 09:30:00"
EV-221230,1,S050,M0162,"2022-12-30 08:00:00",SUCC,"2022-12-30 08:30:00"
EV-221230,2,S050,M0163,"2022-12-30 08:01:00",SUCC,"2022-12-30 08:30:00"
EV-221230,3,S050,M0884,"2022-12-30 08:02:00",SUCC,"2022-12-30 08:30:00"
EV-221230,4,S050,M0299,"2022-12-30 08:03:00",SUCC,"2022-12-30 08:30:00"
EV-221230,5,S050,M0120,"2022-12-30 08:04:00",SUCC,"2022-12-30 08:30:00"
EV-221230,6,S280,M2688,"2022-12-30 08:04:00",SUCC,"2022-12-30 08:30:00"
EV-221230,7,S050,M0121,"2022-12-30 08:05:00",SUCC,"2022-12-30 08:30:00"
EV-221230,8,S050,M0274,"2022-12-30 08:06:00",SUCC,"2022-12-30 08:30:00"
EV-221230,9,S050,M0889,"2022-12-30 08:06:00",SUCC,"2022-12-30 08:30:00"
EV-221230,10,S050,M0260,"2022-12-30 08:07:00",SUCC,"2022-12-30 08:30:00"
EV-221230,11,S050,M0215,"2022-12-30 08:08:00",SUCC,"2022-12-30 08:30:00"
EV-221230,12,S050,M0275,"2022-12-30 08:08:00",SUCC,"2022-12-30 08:30:00"
EV-221230,13,S050,M0261,"2022-12-30 08:09:00",SUCC,"2022-12-30 08:30:00"
EV-221230,14,S050,M0185,"2022-12-30 08:10:00",SUCC,"2022-12-30 08:30:00"
EV-221230,15,S050,M0984,"2022-12-30 08:10:00",SUCC,"2022-12-30 08:30:00"
EV-221230,16,S050,M0176,"2022-12-30 08:11:00",SUCC,"2022-12-30 08:30:00"
EV-221230,17,S050,M0177,"2022-12-30 08:12:00",SUCC,"2022-12-30 08:30:00"
EV-221230,18,S050,M0998,"2022-12-30 08:12:00",SUCC,"2022-12-30 08:30:00"
EV-221230,19,S050,M0898,"2022-12-30 08:13:00",SUCC,"2022-12-30 08:30:00"
EV-221230,20,S100,M1080,"2022-12-30 08:13:00",SUCC,"2022-12-30 08:30:00"
EV-221230,21,S050,M0956,"2022-12-30 08:14:00",SUCC,"2022-12-30 08:30:00"
EV-221230,22,S100,M2030,"2022-12-30 08:14:00",SUCC,"2022-12-30 08:30:00"
EV-221230,23,S100,M1085,"2022-12-30 08:15:00",SUCC,"2022-12-30 08:30:00"
EV-221230,24,S050,M0285,"2022-12-30 08:16:00",SUCC,"2022-12-30 08:30:00"
EV-221230,25,S100,M1180,"2022-12-30 08:16:00",SUCC,"2022-12-30 08:30:00"
EV-221230,26,S100,M1001,"2022-12-30 08:17:00",SUCC,"2022-12-30 08:30:00"
EV-221230,27,S050,M0106,"2022-12-30 08:18:00",SUCC,"2022-12-30 08:30:00"
EV-221230,28,S100,M1768,"2022-12-30 08:18:00",SUCC,"2022-12-30 08:30:00"
EV-221230,29,S100,M1094,"2022-12-30 08:19:00",SUCC,"2022-12-30 08:30:00"
EV-221230,30,S050,M0107,"2022-12-30 08:20:00",SUCC,"2022-12-30 08:30:00"
EV-221230,31,S100,M1908,"2022-12-30 08:20:00",SUCC,"2022-12-30 08:30:00"
EV-221230,32,S100,M1099,"2022-12-30 08:21:00",SUCC,"2022-12-30 08:30:00"
EV-221230,33,S050,M0201,"2022-12-30 08:22:00",SUCC,"2022-12-30 08:30:00"
EV-221230,34,S100,M1013,"2022-12-30 08:22:00",SUCC,"2022-12-30 08:30:00"
EV-221230,35,S100,M1782,"2022-12-30 08:23:00",SUCC,"2022-12-30 08:30:00"
EV-221230,36,S100,M1066,"2022-12-30 08:24:00",SUCC,"2022-12-30 08:30:00"
EV-221230,37,S100,M1024,"2022-12-30 08:25:00",SUCC,"2022-12-30 08:30:00"
EV-221230,38,S100,M1071,"2022-12-30 08:26:00",SUCC,"2022-12-30 08:30:00"
EV-221230,39,S100,M1029,"2022-12-30 08:27:00",SUCC,"2022-12-30 08:30:00"
EV-221230,40,S100,M1795,"2022-12-30 08:28:00",SUCC,"2022-12-30 08:30:00"
EV-221231,1,S050,M0762,"2022-12-31 08:00:00",SUCC,"2022-12-31 08:30:00"
EV-221231,2,S100,M1780,"2022-12-31 08:00:00",SUCC,"2022-12-31 08:30:00"
EV-221231,3,S050,M0537,"2022-12-31 08:02:00",SUCC,"2022-12-31 08:30:00"
EV-221231,4,S100,M1150,"2022-12-31 08:02:00",SUCC,"2022-12-31 08:30:00"
EV-221231,5,S050,M0493,"2022-12-31 08:04:00",SUCC,"2022-12-31 08:30:00"
EV-221231,6,S100,M2321,"2022-12-31 08:04:00",SUCC,"2022-12-31 08:30:00"
EV-221231,7,S100,M1016,"2022-12-31 08:06:00",SUCC,"2022-12-31 08:30:00"
EV-221231,8,S100,M1197,"2022-12-31 08:08:00",SUCC,"2022-12-31 08:30:00"
EV-221231,9,S100,M1017,"2022-12-31 08:10:00",SUCC,"2022-12-31 08:30:00"
EV-221231,10,S100,M1738,"2022-12-31 08:12:00",SUCC,"2022-12-31 08:30:00"
EV-221231,11,S100,M1604,"2022-12-31 08:14:00",SUCC,"2022-12-31 08:30:00"
EV-221231,12,S100,M1785,"2022-12-31 08:16:00",SUCC,"2022-12-31 08:30:00"
EV-221231,13,S100,M1605,"2022-12-31 08:18:00",SUCC,"2022-12-31 08:30:00"
EV-221231,14,S100,M1155,"2022-12-31 08:20:00",SUCC,"2022-12-31 08:30:00"
EV-221231,15,S100,M1112,"2022-12-31 08:22:00",SUCC,"2022-12-31 08:30:00"
EV-221231,16,S100,M2058,"2022-12-31 08:24:00",SUCC,"2022-12-31 08:30:00"
EV-221231,17,S100,M1743,"2022-12-31 08:26:00",SUCC,"2022-12-31 08:30:00"
EV-221231,18,S100,M1700,"2022-12-31 08:28:00",SUCC,"2022-12-31 08:30:00"
EV-221231,19,S050,M0959,"2022-12-31 08:30:00",SUCC,"2022-12-31 08:30:00"
EV-221231,20,S100,M2376,"2022-12-31 08:30:00",SUCC,"2022-12-31 08:30:00"
EV-221231,21,S050,M0982,"2022-12-31 08:32:00",SUCC,"2022-12-31 08:30:00"
EV-221231,22,S100,M2016,"2022-12-31 08:32:00",SUCC,"2022-12-31 08:30:00"
EV-221231,23,S050,M0987,"2022-12-31 08:34:00",SUCC,"2022-12-31 08:30:00"
EV-221231,24,S100,M2377,"2022-12-31 08:34:00",SUCC,"2022-12-31 08:30:00"
EV-221231,25,S050,M0996,"2022-12-31 08:36:00",SUCC,"2022-12-31 08:30:00"
EV-221231,26,S100,M2334,"2022-12-31 08:36:00",SUCC,"2022-12-31 08:30:00"
EV-221231,27,S050,M0187,"2022-12-31 08:38:00",SUCC,"2022-12-31 08:30:00"
EV-221231,28,S100,M2335,"2022-12-31 08:38:00",SUCC,"2022-12-31 08:30:00"
EV-221231,29,S050,M0234,"2022-12-31 08:40:00",SUCC,"2022-12-31 08:30:00"
EV-221231,30,S100,M1797,"2022-12-31 08:40:00",SUCC,"2022-12-31 08:30:00"
EV-221231,31,S100,M2384,"2022-12-31 08:42:00",SUCC,"2022-12-31 08:30:00"
EV-221231,32,S050,M0288,"2022-12-31 08:44:00",SUCC,"2022-12-31 08:30:00"
EV-221231,33,S100,M1304,"2022-12-31 08:44:00",SUCC,"2022-12-31 08:30:00"
EV-221231,34,S050,M0289,"2022-12-31 08:46:00",SUCC,"2022-12-31 08:30:00"
EV-221231,35,S050,M0204,"2022-12-31 08:48:00",SUCC,"2022-12-31 08:30:00"
EV-221231,36,S050,M0205,"2022-12-31 08:50:00",SUCC,"2022-12-31 08:30:00"
EV-221231,37,S050,M0218,"2022-12-31 08:54:00",SUCC,"2022-12-31 08:30:00"
EV-221231,38,S050,M0219,"2022-12-31 08:56:00",SUCC,"2022-12-31 08:30:00"
EV-221231,39,S100,M1126,"2022-12-31 09:39:00",SUCC,"2022-12-31 09:30:00"
EV-221231,40,S100,M1178,"2022-12-31 09:42:00",SUCC,"2022-12-31 09:30:00"
EV-221231,41,S100,M1989,"2022-12-31 09:46:00",SUCC,"2022-12-31 09:30:00"
EV-221231,42,S100,M1766,"2022-12-31 09:48:00",SUCC,"2022-12-31 09:30:00"
EV-221231,43,S100,M1183,"2022-12-31 09:50:00",SUCC,"2022-12-31 09:30:00"
EV-221231,44,S100,M1906,"2022-12-31 09:52:00",SUCC,"2022-12-31 09:30:00"
EV-221231,45,S100,M1771,"2022-12-31 09:54:00",SUCC,"2022-12-31 09:30:00"
EV-221231,46,S100,M1911,"2022-12-31 09:56:00",SUCC,"2022-12-31 09:30:00"
EV-221231,47,S100,M1056,"2022-12-31 09:58:00",SUCC,"2022-12-31 09:30:00"
EV-221231,48,S100,M1960,"2022-12-31 10:00:00",SUCC,"2022-12-31 10:30:00"
EV-230101,1,S050,M0088,"2023-01-01 08:00:00",SUCC,"2023-01-01 08:30:00"
EV-230101,2,S100,M1061,"2023-01-01 08:00:00",SUCC,"2023-01-01 08:30:00"
EV-230101,3,S100,M2007,"2023-01-01 08:02:00",SUCC,"2023-01-01 08:30:00"
EV-230101,4,S100,M1650,"2023-01-01 08:04:00",SUCC,"2023-01-01 08:30:00"
EV-230101,5,S100,M1651,"2023-01-01 08:06:00",SUCC,"2023-01-01 08:30:00"
EV-230101,6,S100,M2241,"2023-01-01 08:08:00",SUCC,"2023-01-01 08:30:00"
EV-230101,7,S100,M1116,"2023-01-01 08:10:00",SUCC,"2023-01-01 08:30:00"
EV-230101,8,S100,M2287,"2023-01-01 08:12:00",SUCC,"2023-01-01 08:30:00"
EV-230101,9,S100,M1117,"2023-01-01 08:14:00",SUCC,"2023-01-01 08:30:00"
EV-230101,10,S100,M2063,"2023-01-01 08:16:00",SUCC,"2023-01-01 08:30:00"
EV-230101,11,S100,M8499,"2023-01-01 08:18:00",SUCC,"2023-01-01 08:30:00"
EV-230101,12,S100,M1706,"2023-01-01 08:20:00",SUCC,"2023-01-01 08:30:00"
EV-230101,13,S280,M2682,"2023-01-01 08:20:00",SUCC,"2023-01-01 08:30:00"
EV-230101,14,S100,M1076,"2023-01-01 08:22:00",SUCC,"2023-01-01 08:30:00"
EV-230101,15,S100,M1707,"2023-01-01 08:24:00",SUCC,"2023-01-01 08:30:00"
EV-230101,16,S280,M2683,"2023-01-01 08:25:00",SUCC,"2023-01-01 08:30:00"
EV-230101,17,S100,M1077,"2023-01-01 08:26:00",SUCC,"2023-01-01 08:30:00"
EV-230101,18,S100,M2024,"2023-01-01 08:28:00",SUCC,"2023-01-01 08:30:00"
EV-230101,19,S100,M1034,"2023-01-01 08:30:00",SUCC,"2023-01-01 08:30:00"
EV-230101,20,S280,M2697,"2023-01-01 08:30:00",SUCC,"2023-01-01 08:30:00"
EV-230101,21,S100,M2025,"2023-01-01 09:18:00",SUCC,"2023-01-01 09:30:00"
EV-230101,22,S100,M1130,"2023-01-01 09:21:00",SUCC,"2023-01-01 09:30:00"
EV-230101,23,S100,M1131,"2023-01-01 09:24:00",SUCC,"2023-01-01 09:30:00"
EV-230101,24,S100,M1090,"2023-01-01 09:27:00",SUCC,"2023-01-01 09:30:00"
EV-230101,25,S100,M1091,"2023-01-01 09:30:00",SUCC,"2023-01-01 09:30:00"
EV-230101,26,S100,M1006,"2023-01-01 09:33:00",SUCC,"2023-01-01 09:30:00"
EV-230101,27,S100,M1007,"2023-01-01 09:36:00",SUCC,"2023-01-01 09:30:00"
EV-230101,28,S100,M2000,"2023-01-01 09:39:00",SUCC,"2023-01-01 09:30:00"
EV-230101,29,S100,M2001,"2023-01-01 09:42:00",SUCC,"2023-01-01 09:30:00"
EV-230101,30,S100,M1060,"2023-01-01 09:45:00",SUCC,"2023-01-01 09:30:00"
EV-230101,31,S050,M0058,"2023-01-01 11:05:00",SUCC,"2023-01-01 11:30:00"
EV-230101,32,S050,M0880,"2023-01-01 11:10:00",SUCC,"2023-01-01 11:30:00"
EV-230101,33,S050,M0881,"2023-01-01 11:15:00",SUCC,"2023-01-01 11:30:00"
EV-230101,34,S050,M0894,"2023-01-01 11:20:00",SUCC,"2023-01-01 11:30:00"
EV-230101,35,S050,M0895,"2023-01-01 11:25:00",SUCC,"2023-01-01 11:30:00"
EV-230102,1,S100,M1032,"2023-01-02 08:00:00",SUCC,"2023-01-02 08:30:00"
EV-230102,2,S100,M1033,"2023-01-02 08:01:00",SUCC,"2023-01-02 08:30:00"
EV-230102,3,S100,M1664,"2023-01-02 08:02:00",SUCC,"2023-01-02 08:30:00"
EV-230102,4,S050,M0091,"2023-01-02 08:12:00",SUCC,"2023-01-02 08:30:00"
EV-230102,5,S050,M0102,"2023-01-02 08:14:00",SUCC,"2023-01-02 08:30:00"
EV-230102,6,S050,M0964,"2023-01-02 08:16:00",SUCC,"2023-01-02 08:30:00"
EV-230102,7,S050,M0270,"2023-01-02 08:18:00",SUCC,"2023-01-02 08:30:00"
EV-230102,8,S050,M0965,"2023-01-02 08:18:00",SUCC,"2023-01-02 08:30:00"
EV-230102,9,S050,M0892,"2023-01-02 08:20:00",SUCC,"2023-01-02 08:30:00"
EV-230102,10,S050,M0225,"2023-01-02 08:21:00",SUCC,"2023-01-02 08:30:00"
